,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
6498,2016,17650,Manual,48756,Diesel,160,48.7,2
5954,2019,16295,Manual,8911,Petrol,150,60.1,1
6700,2018,17900,Manual,5218,Petrol,145,58.9,1
12189,2019,21970,Manual,2644,Diesel,150,39.2,2
2150,2017,13900,Manual,33059,Diesel,125,60.1,2
6115,2015,9498,Manual,22224,Diesel,0,74.3,1.5
15202,2017,10989,Manual,11256,Petrol,150,60.1,1
15155,2018,8495,Manual,11562,Petrol,145,57.7,1.2
17190,2016,10250,Automatic,29320,Petrol,125,51.4,1
8553,2017,9191,Manual,37722,Diesel,20,68.9,1.5
17173,2012,4250,Manual,68000,Petrol,125,50.4,1.2
267,2016,9998,Manual,16647,Petrol,0,65.7,1
17396,2018,9500,Manual,10691,Petrol,150,47.9,1.2
13703,2016,8800,Manual,35000,Petrol,0,65.7,1
17883,2018,12299,Manual,29200,Petrol,150,65.7,1
12008,2017,8995,Manual,16537,Petrol,0,65.7,1
12639,2019,20500,Manual,9739,Diesel,145,39.2,2
7630,2018,11999,Manual,14929,Petrol,145,60.1,1
14888,2016,6490,Manual,64384,Diesel,0,78.5,1.5
3080,2017,12091,Manual,25250,Diesel,0,74.3,1.5
5786,2016,8750,Manual,46507,Diesel,0,74.3,1.5
4798,2018,18998,Manual,20145,Petrol,145,41.5,2
16165,2019,10999,Manual,3572,Petrol,150,43.5,1.2
16909,2015,6990,Manual,52080,Petrol,0,65.7,1
4412,2015,7870,Manual,21482,Diesel,0,74.4,1.5
4498,2015,12950,Manual,18146,Petrol,160,45.6,1.5
13381,2018,18490,Manual,7461,Petrol,145,51.4,1.5
4431,2014,4890,Manual,14512,Petrol,30,57.7,1.2
8779,2018,19499,Manual,24297,Diesel,145,54.3,2
11828,2018,17899,Manual,18419,Petrol,145,39.2,1.5
12369,2019,15500,Manual,9205,Petrol,145,34.4,1.5
7066,2015,6750,Manual,46800,Petrol,20,61.4,1
8755,2018,18000,Manual,37085,Diesel,145,56.5,2
965,2013,6498,Semi-Auto,40491,Petrol,150,47.9,1.6
11057,2019,16982,Manual,4000,Petrol,145,60.1,1
14783,2019,14299,Manual,2698,Petrol,150,58.9,1
17807,2017,11500,Automatic,6877,Petrol,0,57.7,1
17379,2008,1999,Manual,97000,Petrol,235,39.8,1.8
9871,2018,12020,Manual,10020,Petrol,145,60.1,1
5854,2018,10120,Manual,42436,Petrol,145,56.5,1
11056,2017,15762,Manual,26000,Diesel,125,60.1,2
8444,2018,12199,Manual,8259,Petrol,145,65.7,1
14644,2014,7731,Manual,26822,Petrol,0,65.7,1
7374,2018,16999,Manual,32713,Diesel,145,54.3,2
1913,2018,20795,Semi-Auto,26602,Diesel,145,48.7,2
2859,2018,11000,Manual,16830,Petrol,145,56.5,1
12138,2016,17499,Manual,17663,Petrol,200,41.5,2
9159,2017,15800,Manual,37500,Diesel,150,56.5,2
10982,2016,10500,Manual,16640,Petrol,0,65.7,1
11550,2017,14499,Automatic,12572,Petrol,145,46.3,1.5
5528,2018,7800,Manual,8914,Petrol,145,57.7,1.2
1631,2019,16420,Automatic,10554,Petrol,145,47.9,1.5
12396,2017,10800,Manual,19929,Petrol,145,65.7,1
1167,2018,10290,Manual,14696,Petrol,145,58.9,1
4887,2019,30990,Automatic,10,Diesel,145,37.2,2
15063,2018,12300,Manual,11173,Petrol,150,56.5,1
15741,2016,8000,Manual,40000,Petrol,0,65.7,1
16604,2016,19999,Automatic,24641,Diesel,160,48.7,2
1220,2016,16998,Manual,16018,Petrol,200,41.5,2
17922,2018,7499,Manual,12563,Petrol,145,57.7,1.2
4319,2013,5960,Manual,55253,Diesel,20,67.3,1.6
3799,2017,16497,Manual,13378,Diesel,145,64.2,1.5
6633,2013,6450,Manual,39920,Petrol,0,65.7,1
15146,2016,7900,Manual,29326,Petrol,0,65.7,1
9152,2018,16495,Manual,30004,Diesel,145,60.1,2
15694,2017,9850,Manual,19610,Petrol,0,65.7,1
4497,2018,10750,Manual,9976,Petrol,145,64.2,1.1
2836,2014,10582,Manual,38547,Diesel,145,53.3,2
3074,2019,19780,Automatic,9605,Diesel,145,74.3,1.5
10501,2015,8920,Manual,23068,Diesel,0,78.5,1.5
14750,2017,8499,Manual,12412,Petrol,145,65.7,1
2344,2017,7990,Manual,33699,Petrol,150,64.2,1.1
9446,2019,17900,Semi-Auto,2565,Petrol,145,45.6,1
540,2016,9998,Manual,20682,Petrol,0,65.7,1
10572,2017,7499,Manual,19616,Petrol,145,57.7,1.2
8178,2015,6795,Manual,42509,Petrol,0,65.7,1
16239,2007,2491,Manual,62596,Petrol,145,47.1,1.2
7666,2017,17500,Manual,15628,Diesel,145,60.1,2
8404,2016,9539,Manual,13101,Petrol,20,61.4,1
2503,2014,12046,Manual,48254,Petrol,235,39.2,2
7117,2018,11491,Manual,13640,Petrol,145,65.7,1
12569,2018,10500,Manual,10015,Petrol,145,65.7,1
17357,2016,7438,Manual,42701,Petrol,125,54.3,1.2
8348,2017,10999,Manual,17918,Petrol,150,60.1,1
11150,2017,10990,Semi-Auto,23224,Petrol,150,51.4,1
12263,2019,15000,Manual,7999,Petrol,150,53.3,1
3658,2017,7000,Manual,3172,Petrol,30,57.7,1.2
2145,2016,19544,Automatic,18920,Petrol,260,35.8,2
8964,2017,9500,Manual,18342,Petrol,150,65.7,1
8612,2017,14990,Manual,32717,Petrol,160,45.6,1.5
3924,2017,10497,Manual,33274,Petrol,145,60.1,1
7209,2017,10998,Manual,10503,Diesel,20,68.9,1.5
8683,2014,8500,Manual,23800,Petrol,30,56.5,1
15753,2017,10689,Manual,15337,Diesel,0,74.3,1.5
13812,2015,6999,Manual,25000,Petrol,0,65.7,1
11499,2019,17999,Manual,4451,Petrol,145,60.1,1
9862,2018,10295,Manual,13800,Petrol,150,65.7,1
335,2016,6998,Manual,34804,Petrol,125,54.3,1.2
3733,2019,13000,Manual,12838,Petrol,145,56.5,1
3127,2019,18990,Manual,8197,Petrol,145,49.6,1
6082,2017,9499,Manual,23001,Petrol,145,52.3,1
12627,2019,18250,Automatic,4261,Petrol,150,48.7,1
6634,2016,9380,Manual,26550,Petrol,20,60.1,1
4838,2016,13498,Manual,44106,Diesel,20,67.3,2
12886,2017,9900,Manual,9521,Petrol,145,54.3,1.2
6193,2015,8500,Manual,24004,Diesel,0,74.3,1.5
8005,2018,16500,Manual,10026,Petrol,150,40.3,1.5
2652,2018,10870,Manual,19862,Petrol,145,60.1,1
15306,2016,8389,Manual,36335,Petrol,125,53.3,1
3928,2017,27497,Manual,1973,Petrol,235,36.7,2.3
3771,2017,11499,Manual,21063,Diesel,0,74.3,1.5
7104,2017,10990,Manual,31290,Petrol,145,47.9,1.6
5810,2015,4960,Manual,32711,Petrol,30,57.7,1.2
981,2018,11450,Manual,15220,Petrol,145,65.7,1
11384,2018,12899,Manual,7562,Petrol,145,54.3,1
160,2016,10995,Manual,30923,Diesel,0,74.3,1.5
11044,2018,14792,Manual,20700,Petrol,145,40.3,1.5
2778,2019,16280,Manual,7512,Petrol,145,55.4,1
16112,2017,16795,Manual,17415,Diesel,125,60.1,2
13981,2019,18600,Manual,6741,Diesel,145,47.9,2
14553,2017,12491,Manual,96000,Diesel,145,54.3,2
4613,2018,12950,Manual,15916,Petrol,145,57.7,1
13727,2016,10991,Manual,25152,Diesel,0,74.3,1.5
2570,2015,9000,Semi-Auto,34921,Petrol,0,57.7,1
12438,2018,17490,Manual,14657,Petrol,150,41.5,2
1567,2018,17998,Manual,4226,Petrol,145,39.2,1.5
2176,2017,18490,Semi-Auto,36000,Diesel,160,48.7,2
2639,2018,9298,Manual,20369,Petrol,145,65.7,1
2505,2019,19991,Automatic,11559,Diesel,145,37.7,2
1766,2017,11998,Manual,22023,Petrol,150,55.4,1
9328,2018,10600,Manual,23050,Petrol,145,56.5,1
9518,2017,10300,Manual,7635,Petrol,0,65.7,1
11020,2018,14499,Manual,3937,Petrol,145,47.1,1
1228,2018,12250,Manual,8000,Petrol,145,65.7,1
13504,2014,11995,Manual,33590,Diesel,160,47.9,2
4294,2016,10498,Manual,9906,Petrol,20,62.8,1
5831,2016,8500,Manual,64866,Petrol,145,47.9,1.6
11498,2019,17499,Manual,11692,Diesel,145,47.9,2
14316,2016,9999,Manual,28772,Diesel,30,64.2,1.5
2310,2018,8300,Manual,23043,Petrol,150,57.7,1.2
8756,2018,10600,Manual,33080,Petrol,145,65.7,1
15558,2014,7500,Manual,13585,Petrol,0,65.7,1
8526,2015,7700,Manual,38822,Petrol,0,65.7,1
266,2019,16998,Manual,10476,Petrol,145,60.1,1
5060,2017,9680,Manual,12451,Petrol,145,55.4,1
6578,2015,9022,Manual,60000,Diesel,0,78.5,1.5
3431,2017,9150,Manual,9150,Petrol,145,65.7,1
4509,2019,18000,Manual,12174,Diesel,145,47.9,2
11317,2019,15399,Manual,7957,Petrol,145,55.4,1
3685,2017,7850,Manual,16210,Petrol,150,54.3,1.2
975,2017,12998,Manual,6318,Petrol,160,45.6,1.5
2755,2016,9998,Manual,19504,Petrol,20,62.8,1
11427,2018,16500,Semi-Auto,6247,Petrol,145,44.1,1
16797,2012,6995,Manual,65177,Petrol,145,47.9,1.6
11354,2018,12500,Manual,18101,Petrol,145,57.7,1
16531,2017,11999,Manual,17296,Diesel,145,74.3,1.5
7510,2015,8498,Manual,45198,Diesel,20,68.9,1.5
17393,2015,7000,Manual,49142,Petrol,125,54.3,1.2
15536,2017,11700,Automatic,24775,Petrol,125,51.4,1
10052,2017,11495,Manual,13764,Petrol,145,60.1,1
11608,2019,14695,Manual,13257,Petrol,145,58.9,1
1243,2017,9698,Manual,13479,Petrol,30,55.4,1
13306,2018,10500,Manual,17050,Petrol,150,58.9,1
10314,2019,15260,Manual,11301,Petrol,145,60.1,1
7310,2016,8000,Manual,21000,Petrol,125,54.3,1.2
12325,2019,20700,Manual,990,Diesel,145,38.2,2
2370,2018,11200,Manual,10357,Petrol,145,65.7,1
1057,2017,7430,Manual,12370,Petrol,125,54.3,1.2
13712,2014,10490,Manual,51356,Diesel,145,53.3,2
9844,2018,18795,Manual,12589,Petrol,145,41.5,2
14107,2018,14399,Automatic,28391,Diesel,145,45.6,2
11609,2018,11990,Manual,8146,Petrol,150,65.7,1
17963,2014,7499,Manual,40700,Petrol,30,57.7,1
17712,2018,17999,Automatic,3570,Petrol,145,44.1,1.5
8227,2018,17000,Manual,12657,Diesel,145,67.3,2
6957,2018,8295,Manual,8143,Petrol,145,57.7,1.2
12676,2019,14499,Manual,9905,Petrol,145,55.4,1
6612,2015,9300,Manual,20770,Diesel,0,74.3,1.5
8135,2019,11300,Manual,7304,Petrol,145,55.4,1.1
12637,2017,9250,Manual,13800,Petrol,145,65.7,1
7779,2019,16880,Manual,6500,Petrol,145,60.1,1
1273,2017,8498,Manual,20253,Petrol,145,54.3,1.2
1377,2018,18520,Manual,11958,Petrol,145,41.5,2
3191,2018,18991,Manual,20147,Petrol,145,41.5,2
4768,2016,9850,Manual,9855,Petrol,0,65.7,1
633,2013,9498,Semi-Auto,64718,Diesel,205,45.6,2
9787,2019,14490,Manual,6000,Petrol,145,53.3,1
15454,2014,5995,Manual,59674,Petrol,0,65.7,1
4821,2014,7998,Manual,9181,Petrol,30,55.4,1
14369,2015,7390,Manual,36236,Petrol,0,65.7,1
15054,2017,13500,Manual,47922,Diesel,30,64.2,1.5
14813,2016,10499,Automatic,26759,Petrol,160,44.8,1.5
792,2019,12698,Manual,7942,Petrol,145,56.5,1
16943,2018,8990,Manual,5000,Petrol,145,47.9,1.2
10063,2017,14785,Manual,35972,Diesel,150,60.1,2
12311,2019,15500,Manual,3161,Petrol,145,53.3,1
10362,2018,10699,Manual,28654,Petrol,145,65.7,1
10192,2017,10699,Manual,27299,Petrol,30,55.4,1
3874,2018,10990,Manual,13474,Petrol,145,65.7,1
4126,2014,7795,Semi-Auto,21050,Petrol,160,44.1,1.6
7307,2017,19998,Manual,15037,Diesel,125,56.5,2
1280,2019,16040,Manual,1891,Petrol,145,58.9,1
10438,2018,21750,Semi-Auto,18153,Diesel,145,52.3,2
7633,2014,5788,Manual,52587,Diesel,0,85.6,1.6
11429,2019,20700,Semi-Auto,2998,Diesel,145,47.9,2
2894,2019,17520,Manual,2679,Petrol,145,60.1,1
13442,2018,8290,Manual,6745,Petrol,145,57.7,1.2
16176,2019,16495,Manual,6344,Petrol,145,49.6,1
13879,2016,8990,Manual,12884,Petrol,125,54.3,1.2
16141,2017,16950,Manual,17856,Petrol,205,41.5,2
10260,2018,16000,Manual,12898,Diesel,145,74.3,1.5
6395,2018,23038,Semi-Auto,15019,Diesel,145,52.3,2
530,2019,9950,Manual,1196,Petrol,145,43.5,1.2
16540,2018,13999,Automatic,36720,Diesel,145,45.6,2
1067,2019,10460,Manual,1161,Petrol,145,47.9,1.2
12890,2017,12000,Manual,21316,Petrol,150,60.1,1
9021,2018,14500,Manual,7431,Petrol,145,54.3,1
12963,2019,25500,Semi-Auto,3173,Diesel,145,49.6,2
12434,2019,22495,Automatic,4294,Diesel,145,64.2,2
865,2015,7798,Manual,35901,Petrol,160,44.1,1.6
5902,2018,11611,Manual,10624,Petrol,145,65.7,1
15823,2017,13499,Automatic,5607,Petrol,145,38.2,1.5
17072,2005,2095,Manual,31000,Petrol,200,41.5,1.4
2935,2018,6870,Manual,32715,Petrol,145,57.7,1.2
12076,2017,11100,Manual,26000,Petrol,20,60.1,1
9018,2016,9500,Manual,28530,Petrol,20,62.8,1
5105,2017,10000,Manual,20533,Petrol,145,61.4,1
9636,2016,18107,Manual,17766,Diesel,125,56.5,2
4329,2019,21595,Manual,7980,Petrol,145,39.2,1.5
15835,2015,6499,Automatic,72000,Petrol,165,44.8,1.6
14912,2016,8999,Manual,18086,Petrol,20,60.1,1
3060,2017,10503,Manual,7970,Petrol,145,65.7,1
11945,2018,11000,Manual,19800,Petrol,150,65.7,1
5631,2019,15290,Manual,10056,Petrol,145,58.9,1
7054,2018,10999,Manual,5918,Petrol,145,55.4,1.1
12532,2018,16950,Manual,3376,Diesel,145,54.3,1.5
13795,2016,15295,Manual,42934,Diesel,125,60.1,2
5942,2017,7795,Manual,6624,Petrol,150,57.7,1.2
10032,2019,27995,Manual,9125,Petrol,145,34.5,2.3
15661,2009,3895,Manual,61171,Petrol,145,49.6,1.2
5747,2017,9400,Manual,10268,Petrol,125,52.3,1
15397,2019,16000,Manual,8497,Diesel,145,62.8,1.5
8099,2018,19400,Manual,6837,Diesel,145,47.9,2
9545,2018,17000,Manual,12100,Diesel,145,54.3,1.5
17323,2014,7390,Manual,17014,Petrol,0,65.7,1
11061,2018,10000,Manual,32620,Petrol,145,65.7,1
4066,2017,10998,Manual,14565,Petrol,0,65.7,1
5089,2017,7640,Manual,20346,Petrol,125,54.3,1.2
1798,2017,13498,Manual,3150,Petrol,150,45.6,1.5
15584,2017,14000,Manual,19947,Diesel,145,64.2,2
11076,2017,10890,Semi-Auto,41934,Petrol,125,51.4,1
11603,2017,8950,Manual,36246,Petrol,145,65.7,1
14136,2016,8599,Manual,21091,Diesel,0,74.4,1.5
6862,2013,6298,Manual,40803,Diesel,0,76.4,1.5
6908,2018,12998,Manual,2555,Petrol,150,53.3,1
2664,2016,10250,Manual,30086,Diesel,0,74.3,1.5
3650,2018,11851,Manual,10625,Petrol,150,65.7,1
12681,2019,13999,Manual,6173,Petrol,145,55.4,1
6618,2018,11982,Manual,6633,Petrol,145,57.7,1
3356,2014,6298,Manual,42125,Petrol,145,47.1,1.4
5273,2017,10998,Manual,23046,Diesel,20,68.9,1.5
15072,2019,12600,Manual,12663,Petrol,145,58.9,1
15623,2017,8295,Manual,90190,Diesel,0,74.3,1.5
15988,2013,10499,Manual,23807,Diesel,145,53.3,2
12335,2014,8295,Semi-Auto,40000,Diesel,160,50.4,2
512,2019,15998,Manual,4500,Diesel,145,80.7,1.5
16914,2015,13499,Automatic,42583,Diesel,145,52.3,2
12812,2017,10910,Manual,11500,Petrol,20,60.1,1
85,2015,14398,Manual,25175,Diesel,145,54.3,2
2332,2019,13798,Manual,11680,Petrol,145,58.9,1
7591,2018,10160,Manual,24953,Petrol,145,56.5,1
5072,2017,11998,Manual,10459,Petrol,30,55.4,1
9108,2018,14795,Manual,7006,Petrol,145,55.4,1
5131,2018,8995,Manual,10038,Petrol,145,57.7,1.2
7180,2017,15498,Manual,32848,Diesel,125,60.1,2
8458,2018,15000,Manual,16083,Petrol,145,58.9,1
6620,2013,6982,Manual,21706,Petrol,30,54.3,1.2
658,2018,18998,Manual,16312,Diesel,145,67.3,2
4094,2019,19898,Automatic,4166,Diesel,145,64.2,2
17736,2011,4495,Manual,87577,Petrol,145,47.9,1.6
8651,2018,12990,Manual,13470,Diesel,150,74.3,1.5
17759,2006,2495,Automatic,70730,Petrol,260,36.7,1.6
12208,2017,8250,Manual,8778,Petrol,150,57.7,1.2
119,2016,8998,Manual,31736,Petrol,125,53.3,1
10347,2019,20380,Manual,6235,Diesel,145,70.6,2
3209,2019,18391,Manual,8636,Petrol,145,58.9,1
2841,2016,12852,Manual,12240,Petrol,145,47.9,1.6
14325,2014,9870,Manual,39663,Diesel,145,53.3,2
16382,2012,5990,Manual,71848,Petrol,200,40.9,1.6
14438,2016,12940,Manual,85259,Diesel,125,56.5,2
10185,2016,12795,Manual,50691,Diesel,125,56.5,2
7191,2017,11990,Semi-Auto,12591,Petrol,150,54.3,1
14181,2016,10900,Manual,5765,Petrol,0,65.7,1
7427,2017,9995,Manual,52132,Diesel,150,74.3,1.5
8466,2018,11989,Manual,9088,Petrol,145,60.1,1
1603,2015,8150,Manual,44048,Diesel,0,74.3,1.5
13239,2018,13000,Semi-Auto,9099,Petrol,150,51.4,1
1549,2016,8071,Manual,13755,Petrol,125,54.3,1.2
8235,2015,6950,Manual,26850,Petrol,125,54.3,1.2
15138,2016,9850,Automatic,19243,Petrol,160,44.8,1.5
12244,2015,7695,Manual,26514,Petrol,0,65.7,1
15540,2019,17700,Manual,1864,Petrol,145,60.1,1
6276,2019,18990,Manual,11013,Diesel,145,36.7,2
2785,2017,12490,Manual,36139,Diesel,145,64.2,2
2554,2015,12500,Manual,40310,Petrol,205,41.5,2
7887,2019,16000,Manual,2237,Petrol,145,48.7,1
15058,2015,8300,Manual,18381,Petrol,20,60.1,1
16567,2016,9351,Manual,59478,Petrol,30,54.3,1
275,2016,13498,Manual,36345,Diesel,150,54.3,2
11119,2019,19990,Semi-Auto,9900,Diesel,145,37.7,2
11345,2018,10500,Manual,8631,Petrol,145,65.7,1
5166,2018,17290,Manual,9954,Petrol,145,60.1,1
7572,2017,8571,Semi-Auto,40798,Petrol,145,57.7,1
6782,2017,14241,Manual,26134,Diesel,145,60.1,2
6123,2018,12800,Manual,23842,Diesel,145,74.3,1.5
16996,2009,2350,Manual,92000,Petrol,30,55.4,1.2
1630,2017,15610,Manual,26499,Diesel,20,67.3,2
5845,2016,9677,Manual,30088,Diesel,0,74.3,1.5
14126,2014,7672,Manual,29959,Petrol,0,65.7,1
17418,2012,5000,Manual,76000,Petrol,30,56.5,1
2669,2017,16000,Manual,8543,Diesel,145,64.2,1.5
14701,2015,10999,Manual,25627,Diesel,0,78.5,1.5
11401,2015,10699,Manual,21462,Petrol,125,51.4,1.5
6267,2017,7990,Manual,47165,Petrol,0,65.7,1
4554,2019,13491,Manual,2957,Petrol,145,58.9,1
8396,2018,9190,Manual,11990,Petrol,150,43.5,1.2
2067,2014,9498,Automatic,51007,Petrol,260,36.7,1.6
8418,2017,16201,Manual,36677,Diesel,125,56.5,1.5
12957,2018,8800,Manual,6045,Petrol,145,47.9,1.2
174,2017,16995,Automatic,3700,Petrol,145,38.2,1.5
724,2019,11498,Manual,6158,Petrol,150,48.7,1.1
14580,2019,17623,Manual,8978,Diesel,145,45.6,1.5
14544,2018,12089,Manual,28568,Diesel,145,74.3,1.5
8925,2018,13820,Manual,14835,Petrol,145,57.7,1
16756,2015,11999,Manual,37737,Diesel,20,67.3,2
1159,2017,18930,Manual,13965,Petrol,145,41.5,2
8295,2013,7699,Manual,49549,Petrol,0,65.7,1
7558,2019,12920,Manual,4520,Petrol,145,48.7,1.1
7780,2019,13500,Manual,7608,Petrol,145,60.1,1
4488,2017,7999,Manual,19353,Petrol,125,54.3,1.2
4619,2013,6597,Manual,35765,Diesel,125,60.1,1.6
10814,2018,19999,Automatic,13859,Petrol,145,38.2,1.5
2805,2016,10873,Automatic,56892,Diesel,125,56.6,1.5
11313,2017,18000,Manual,18140,Diesel,145,60.1,2
5984,2018,11990,Manual,21289,Petrol,150,60.1,1
156,2015,10995,Manual,13791,Petrol,125,51.4,1.5
12510,2018,9500,Manual,17685,Petrol,145,64.2,1.1
12626,2017,18750,Semi-Auto,17074,Diesel,150,54.3,2
1507,2017,14698,Automatic,25614,Petrol,240,38.2,1.5
810,2018,20498,Manual,10249,Petrol,145,41.5,2
15662,2016,7895,Manual,41818,Petrol,30,57.7,1
10695,2017,14495,Manual,9814,Petrol,145,51.4,1.5
17380,2014,7495,Manual,41000,Petrol,20,62.8,1
12469,2019,15800,Semi-Auto,10168,Petrol,145,48.7,1
11257,2019,16699,Manual,1536,Petrol,145,51.4,1
9529,2018,13500,Manual,11000,Petrol,145,57.7,1
3719,2018,12595,Manual,20088,Petrol,150,65.7,1
16304,2016,14500,Manual,87180,Diesel,125,56.5,2
5749,2018,11800,Manual,34671,Petrol,145,65.7,1
9944,2017,11975,Manual,20160,Petrol,150,65.7,1
2970,2015,7995,Manual,18209,Petrol,0,65.7,1
8963,2013,6000,Manual,58381,Petrol,150,47.1,1.4
6508,2015,12500,Manual,66675,Diesel,145,54.3,2
151,2017,10650,Manual,31800,Petrol,150,65.7,1
925,2016,9698,Manual,21169,Petrol,125,53.3,1
15217,2016,10489,Automatic,12416,Petrol,125,51.4,1
11884,2016,9000,Manual,22438,Petrol,165,44.8,1.5
17779,2016,12000,Manual,31265,Diesel,125,60.1,2
12185,2017,10290,Semi-Auto,24032,Petrol,0,57.7,1
7649,2018,13900,Manual,24595,Petrol,145,54.3,1
498,2019,23698,Manual,5003,Diesel,145,70.6,2
12315,2017,17500,Manual,16950,Petrol,200,41.5,2
1869,2018,11200,Semi-Auto,27301,Petrol,145,54.3,1
1021,2017,8850,Manual,16913,Petrol,125,54.3,1.2
5581,2019,17990,Manual,4877,Petrol,145,60.1,1
9746,2017,9295,Manual,16182,Petrol,0,65.7,1
7190,2015,8140,Manual,14000,Petrol,125,52.3,1
1583,2019,17691,Manual,11982,Petrol,145,49.6,1
13508,2015,7299,Manual,28000,Petrol,0,65.7,1
6409,2016,11495,Manual,31000,Petrol,145,47.9,1.6
4756,2019,13140,Manual,2356,Petrol,145,48.7,1.1
15785,2018,7989,Manual,25940,Petrol,145,57.7,1.2
15517,2016,10000,Manual,46008,Diesel,0,74.3,1.5
597,2019,14998,Manual,12078,Petrol,145,58.9,1
15826,2016,17899,Automatic,25648,Petrol,260,35.8,2
1829,2018,14000,Manual,16092,Petrol,145,54.3,1
10400,2018,13160,Manual,21235,Diesel,145,80.7,1.5
10901,2019,9500,Manual,6298,Petrol,145,48.7,1.2
9962,2016,10995,Manual,28419,Diesel,125,60.1,2
13995,2017,11990,Manual,25000,Diesel,145,74.3,1.5
4462,2017,10250,Manual,24659,Diesel,0,74.3,1.5
343,2018,10990,Manual,28138,Petrol,145,56.5,1
3161,2017,12950,Manual,28608,Diesel,145,54.3,2
11638,2019,13800,Manual,11425,Petrol,145,55.4,1
14498,2015,6893,Manual,130000,Diesel,20,68.9,2
1767,2016,15750,Manual,22000,Diesel,125,56.5,2
2568,2018,10490,Manual,30922,Petrol,145,65.7,1
1114,2016,9791,Semi-Auto,37561,Diesel,20,64.2,1.5
1587,2014,6600,Manual,42112,Petrol,30,54.3,1.2
5729,2015,5930,Manual,44882,Petrol,125,54.3,1.2
3385,2017,9491,Manual,16892,Petrol,145,65.7,1
12267,2019,27000,Manual,9737,Petrol,145,34.5,2.3
7103,2016,9997,Manual,43747,Diesel,20,67.3,2
5112,2018,16310,Manual,15786,Diesel,145,54.3,2
5985,2018,11490,Manual,21000,Petrol,150,60.1,1
1991,2019,10398,Manual,16114,Petrol,145,55.4,1.1
11800,2019,19795,Automatic,13437,Petrol,145,31,1.5
15816,2016,15799,Automatic,14604,Diesel,145,52.3,2
4826,2018,9000,Manual,16639,Petrol,145,64.2,1.1
14098,2015,9490,Manual,38000,Diesel,30,64.2,2
15946,2016,7499,Manual,85989,Diesel,0,78.5,1.5
3858,2017,10990,Manual,9667,Petrol,145,61.4,1
17247,2012,5995,Semi-Auto,108822,Diesel,200,47.1,2
16404,2016,17499,Manual,33453,Diesel,125,51.4,2
13236,2020,14500,Manual,100,Petrol,150,56.5,1
11952,2019,13400,Manual,3440,Petrol,150,56.5,1
7953,2015,6891,Manual,34817,Petrol,30,54.3,1.2
2502,2016,9280,Manual,30150,Diesel,0,74.3,1.5
14892,2019,15699,Manual,9004,Petrol,145,60.1,1
528,2019,9950,Manual,906,Petrol,145,43.5,1.2
12945,2018,7995,Manual,13326,Petrol,145,57.7,1.2
4587,2016,9995,Manual,18234,Petrol,20,62.8,1
10402,2017,17995,Manual,13230,Diesel,145,54.3,2
8171,2015,8470,Manual,73991,Diesel,30,65.7,2
6387,2017,9500,Manual,22312,Petrol,0,65.7,1
13279,2019,16995,Manual,13306,Petrol,145,58.9,1
15295,2017,14489,Manual,7953,Diesel,150,64.2,1.5
16072,2008,1290,Manual,137000,Diesel,150,54.3,1.8
14176,2015,8495,Manual,40746,Diesel,0,74.3,1.5
14506,2017,7793,Manual,114000,Diesel,30,65.7,2
8883,2016,9533,Semi-Auto,17457,Petrol,0,57.7,1
12674,2019,13999,Manual,14755,Petrol,145,58.9,1
5113,2015,6730,Manual,65825,Diesel,0,74.3,1.5
4033,2020,19718,Manual,10,Petrol,145,55.4,1
16249,2017,10995,Manual,14532,Petrol,145,65.7,1
7509,2014,7295,Manual,52828,Diesel,20,67.3,1.6
17620,2017,8600,Manual,25919,Petrol,0,65.7,1
1940,2017,7998,Manual,42044,Petrol,145,64.2,1.1
1478,2016,12161,Manual,37099,Diesel,125,60.1,2
5144,2016,8998,Manual,22704,Petrol,0,65.7,1
17117,2019,10000,Manual,940,Petrol,150,47.9,1.2
2044,2019,16498,Manual,9970,Diesel,145,62.8,2
16688,2018,10299,Manual,36463,Petrol,145,56.5,1
2147,2018,11300,Manual,28271,Petrol,145,57.7,1
2369,2018,12400,Manual,14346,Petrol,145,62.8,1
3453,2016,8230,Manual,24295,Petrol,0,65.7,1
1006,2014,4430,Manual,28883,Petrol,30,57.7,1.2
10403,2017,13595,Manual,50289,Petrol,205,41.5,2
11448,2020,16999,Manual,836,Petrol,145,51.4,1
10225,2014,6995,Manual,17441,Diesel,20,68.9,1.5
4569,2018,17498,Automatic,14337,Petrol,145,38.2,1.5
13078,2017,11499,Manual,12172,Petrol,30,54.3,1
16194,2015,12991,Manual,49605,Diesel,20,67.3,2
9326,2016,7550,Manual,45000,Diesel,0,78.5,1.5
4810,2018,20995,Manual,17478,Diesel,145,48.7,2
15162,2014,7900,Manual,14175,Petrol,0,65.7,1
14618,2014,6790,Manual,60918,Petrol,0,65.7,1
9258,2019,20000,Manual,6329,Petrol,150,35.3,1.5
7977,2019,19000,Manual,4675,Diesel,145,62.8,2
1490,2019,19000,Manual,3756,Petrol,145,60.1,1
12096,2020,18999,Manual,1323,Petrol,145,40.3,1.5
17312,2017,9495,Automatic,30600,Petrol,0,57.7,1
6790,2018,12449,Manual,17342,Petrol,150,54.3,1
1110,2018,11030,Manual,20271,Petrol,145,65.7,1
17955,2016,16000,Manual,19834,Petrol,200,41.5,2
555,2018,11950,Manual,16678,Petrol,145,58.9,1
